"Goroka.Airport","Goroka","Papua.New.Guinea","GKA"
"Iskandar Airport","Pangkalan Bun","Indonesia","PKN"
"Tjilik Riwut Airport","Palangkaraya","Indonesia","PKY"
"Maumere(Wai Oti) Airport","Maumere","Indonesia","MOF"
"Ende (H Hasan Aroeboesman) Airport","Ende","Indonesia","ENE"
"Frans Sales Lega Airport","Ruteng","Indonesia","RTG"
"El Tari Airport","Kupang","Indonesia","KOE"
"Komodo Airport","Labuhan Bajo","Indonesia","LBJ"
"Sultan Aji Muhamad Sulaiman Airport","Balikpapan","Indonesia","BPN"
"Juwata Airport","Taraken","Indonesia","TRK"
"Temindung Airport","Samarinda","Indonesia","SRI"
"Tanjung Santan Airport","Tanjung Santan","Indonesia","TSX"
"Selaparang Airport","Mataram","Indonesia","AMI"
"Muhammad Salahuddin Airport","Bima","Indonesia","BMU"
"Umbu Mehang Kunda Airport","Waingapu","Indonesia","WGP"
"Juanda International Airport","Surabaya","Indonesia","SUB"
"Adi Sumarmo Wiryokusumo Airport","Solo City","Indonesia","SOC"
"Incheon International Airport","Seoul","South Korea","ICN"
"Chiang Mai International Airport","Chiang Mai","Thailand","CNX"
"Chiang Rai International Airport","Chiang Rai","Thailand","CEI"
"Nakhon Si Thammarat Airport","Nakhon Si Thammarat","Thailand","NST"
"Nakhon Ratchasima Airport","Nakhon Ratchasima","Thailand","NAK"
"Nakhon Phanom Airport","Nakhon Phanom","Thailand","KOP"
"Ubon Ratchathani Airport","Ubon Ratchathani","Thailand","UBP"
"Khon Kaen Airport","Khon Kaen","Thailand","KKC"
"Sukhothai Airport","Sukhothai","Thailand","THS"
"Ngurah Rai (Bali) International Airport","Denpasar","Indonesia","DPS"
"Eleftherios Venizelos International Airport","Athens","Greece","ATH"
"Chubu Centrair International Airport","Nagoya","Japan","NGO"
"Kobe Airport","Kobe","Japan","UKB"
"Pullman Moscow Regional Airport","Pullman","United States","PUW"
"Lewiston Nez Perce County Airport","Lewiston","United States","LWS"
"Elmira Corning Regional Airport","Elmira","United States","ELM"
"Ithaca Tompkins Regional Airport","Ithaca","United States","ITH"
"Monterey Peninsula Airport","Monterey","United States","MRY"
"Santa Barbara Municipal Airport","Santa Barbara","United States","SBA"
"Daytona Beach International Airport","Daytona Beach","United States","DAB"
"Liepāja International Airport","Liepaja","Latvia","LPX"
"Riga International Airport","Riga","Latvia","RIX"
"Šiauliai International Airport","Siauliai","Lithuania","SQQ"
"Barysiai Airport","Barysiai","Lithuania","HLJ"
"Kaunas International Airport","Kaunas","Lithuania","KUN"
"S. Darius and S. Girėnas Airfield","Kaunas","Lithuania","\N"
"Palanga International Airport","Palanga","Lithuania","PLQ"
"Vilnius International Airport","Vilnius","Lithuania","VNO"
"Panevėžys Air Base","Panevezys","Lithuania","PNV"
"Erebuni Airport","Yerevan","Armenia","\N"
"Stepanavan Airport","Stepanavan","Armenia","\N"
"Zvartnots International Airport","Yerevan","Armenia","EVN"
"Gyumri Shirak Airport","Gyumri","Armenia","LWN"
"Assab International Airport","Assab","Eritrea","ASA"
"Asmara International Airport","Asmara","Eritrea","ASM"
"Massawa International Airport","Massawa","Eritrea","MSW"
"Yasser Arafat International Airport","Gaza","Palestine","GZA"
"Batumi International Airport","Batumi","Georgia","BUS"
"Kopitnari Airport","Kutaisi","Georgia","KUT"
"Tbilisi International Airport","Tbilisi","Georgia","TBS"
"Mukalla International Airport","Mukalla","Yemen","RIY"
"Ta'izz International Airport","Taiz","Yemen","TAI"
"Hodeidah International Airport","Hodeidah","Yemen","HOD"
"Aden International Airport","Aden","Yemen","ADE"
"Ataq Airport","Ataq","Yemen","AXK"
"Al Ghaidah International Airport","Al Ghaidah Intl","Yemen","AAY"
"Sana'a International Airport","Sanaa","Yemen","SAH"
"Beihan Airport","Beihan","Yemen","BHN"
"Socotra International Airport","Socotra","Yemen","SCT"
"Al Badie Airport","Al Badie","Yemen","\N"
"Memmingen Allgau Airport","Memmingen","Germany","FMM"
"Nevşehir Kapadokya Airport","Nevsehir","Turkey","NAV"
"Ministro Pistarini International Airport","Buenos Aires","Argentina","EZE"
"Erbil International Airport","Erbil","Iraq","EBL"
"Emerald Airport","Emerald","Australia","EMD"
"Athen Helenikon Airport","Athens","Greece","HEW"
"Kansai International Airport","Osaka","Japan","KIX"
"Downtown-Manhattan/Wall St Heliport","New York","United States","JRB"
"Tagbilaran Airport","Tagbilaran","Philippines","TAG"
"Ilulissat Airport","Ilulissat","Greenland","JAV"
"Qasigiannguit Heliport","Qasigiannguit","Greenland","JCH"
"Aasiaat Airport","Aasiaat","Greenland","JEG"
"Palma De Mallorca Airport","Palma de Mallorca","Spain","PMI"
"Darwin International Airport","Darwin","Australia","DRW"
"Surat Thani Airport","Surat Thani","Thailand","URT"
"Talkeetna Airport","Talkeetna","United States","TKA"
"Xewkija Heliport","Gozo","Malta","GZM"
"Tweed New Haven Airport","New Haven","United States","HVN"
"Asheville Regional Airport","Asheville","United States","AVL"
"Piedmont Triad International Airport","Greensboro","United States","GSO"
"Joe Foss Field Airport","Sioux Falls","United States","FSD"
"Ayers Rock Connellan Airport","Uluru","Australia","AYQ"
"Manchester-Boston Regional Airport","Manchester NH","United States","MHT"
"Naples Municipal Airport","Naples","United States","APF"
"LTS Pulau Redang Airport","Redang","Malaysia","RDN"
"Louisville International Standiford Field","Louisville","United States","SDF"
"Charlottesville Albemarle Airport","Charlottesville VA","United States","CHO"
"Roanoke–Blacksburg Regional Airport","Roanoke VA","United States","ROA"
"Blue Grass Airport","Lexington KY","United States","LEX"
"Evansville Regional Airport","Evansville","United States","EVV"
"Albuquerque International Sunport","Albuquerque","United States","ABQ"
"Gallatin Field","Bozeman","United States","BZN"
"Billings Logan International Airport","Billings","United States","BIL"
"Bert Mooney Airport","Butte","United States","BTM"
"Cherry Capital Airport","Traverse City","United States","TVC"
"Mundo Maya International Airport","Flores","Guatemala","FRS"
"Hancock County-Bar Harbor Airport","Bar Harbor","United States","BHB"
"Knox County Regional Airport","Rockland","United States","RKD"
"Jackson Hole Airport","Jacksn Hole","United States","JAC"
"Chicago Rockford International Airport","Rockford","United States","RFD"
"Domodedovo International Airport","Moscow","Russia","DME"
"Sanya Phoenix International Airport","Sanya","China","SYX"
"Milford Sound Airport","Milford Sound","New Zealand","MFN"
"Lijiang Airport","Lijiang","China","LJG"
"Greenville Spartanburg International Airport","Greenville","United States","GSP"
"Central Illinois Regional Airport at Bloomington-Normal","Bloomington","United States","BMI"
"Gulfport Biloxi International Airport","Gulfport","United States","GPT"
"Kalamazoo Battle Creek International Airport","Kalamazoo","United States","AZO"
"Toledo Express Airport","Toledo","United States","TOL"
"Fort Wayne International Airport","Fort Wayne","United States","FWA"
"Decatur Airport","Decatur","United States","DEC"
"The Eastern Iowa Airport","Cedar Rapids","United States","CID"
"La Crosse Municipal Airport","La Crosse","United States","LSE"
"Central Wisconsin Airport","Wassau","United States","CWA"
"General Wayne A. Downing Peoria International Airport","Peoria","United States","PIA"
"Appleton International Airport","Appleton","United States","ATW"
"Rochester International Airport","Rochester","United States","RST"
"University of Illinois Willard Airport","Champaign","United States","CMI"
"Manhattan Regional Airport","Manhattan","United States","MHK"
"Kingscote Airport","Kingscote","Australia","KGC"
"Hervey Bay Airport","Hervey Bay","Australia","HVB"
"Dali Airport","Dali","China","DLU"
"Mulu Airport","Mulu","Malaysia","MZV"
"Sharm El Sheikh International Airport","Sharm El Sheikh","Egypt","SSH"
"Venango Regional Airport","Franklin","United States","FKL"
"Jomo Kenyatta International Airport","Nairobi","Kenya","NBO"
"Seronera Airport","Seronera","Tanzania","SEU"
"El Calafate Airport","El Calafate","Argentina","FTE"
"Armidale Airport","Armidale","Australia","ARM"
"Grand Junction Regional Airport","Grand Junction","United States","GJT"
"St George Municipal Airport","Saint George","United States","SGU"
"David Wayne Hooks Memorial Airport","Houston","United States","DWH"
"Port O'Connor Private Heliport","Port O\'Connor","United States","\N"
"Sarasota Bradenton International Airport","Sarasota","United States","SRQ"
"L.F. Wade International International Airport","Bermuda","Bermuda","BDA"
"Van Nuys Airport","Van Nuys","United States","VNY"
"Quad City International Airport","Moline","United States","MLI"
"Panama City-Bay Co International Airport","Panama City","United States","PFN"
"Honiara International Airport","Honiara","Solomon Islands","HIR"
"Faa'a International Airport","Papeete","French Polynesia","PPT"
"Nauru International Airport","Nauru","Nauru","INU"
"Funafuti International Airport","Funafuti","Tuvalu","FUN"
"Tolmachevo Airport","Novosibirsk","Russia","OVB"
"Samsø Airport","Samsoe","Denmark","\N"
"Xieng Khouang Airport","Phon Savan","Laos","XKH"
"Bismarck Municipal Airport","Bismarck","United States","BIS"
"Telluride Regional Airport","Telluride","United States","TEX"
"Yinchuan Airport","Yinchuan","China","\N"
"Mae Hong Son Airport","Mae Hong Son","Thailand","HGN"
"Rapid City Regional Airport","Rapid City","United States","RAP"
"Mc Clellan-Palomar Airport","Carlsbad","United States","CLD"
"Bishop International Airport","Flint","United States","FNT"
"Francisco Bangoy International Airport","Davao","Philippines","DVO"
"Madeira Airport","Funchal","Portugal","FNC"
"Maestro Wilson Fonseca Airport","Santarem","Brazil","STM"
"Sihanoukville International Airport","Sihanoukville","Cambodia","KOS"
"Ekati Airport","Ekati","Canada","YOA"
"Hawke's Bay Airport","NAPIER","New Zealand","NPE"
"Levuka Airfield","Levuka","Fiji","LEV"
"Lhasa Gonggar Airport","Lhasa","China","LXA"
"Redding Municipal Airport","Redding","United States","RDD"
"Mahlon Sweet Field","Eugene","United States","EUG"
"Idaho Falls Regional Airport","Idaho Falls","United States","IDA"
"Rogue Valley International Medford Airport","Medford","United States","MFR"
"Kaikoura Airport","Kaikoura","New Zealand","KBZ"
"Roberts Field","Redmond-Bend","United States","RDM"
"Picton Aerodrome","Picton","New Zealand","PCN"
"Hosea Kutako International Airport","Windhoek","Namibia","WDH"
"Victoria Harbour Seaplane Base","Victoria","Canada","YWH"
"Coal Harbour Seaplane Base","Vancouver","Canada","\N"
"Yaoqiang Airport","Jinan","China","TNA"
"Changzhou Benniu Airport","Changzhou","China","CZX"
"Yibin Caiba Airport","Yibin","China","YBP"
"Roshchino International Airport","Tyumen","Russia","TJM"
"Akron Canton Regional Airport","Akron","United States","CAK"
"Huntsville International Carl T Jones Field","Huntsville","United States","HSV"
"Mid Ohio Valley Regional Airport","PARKERSBURG","United States","PKB"
"Montgomery Regional (Dannelly Field) Airport","MONTGOMERY","United States","MGM"
"Tri-Cities Regional TN/VA Airport","BRISTOL","United States","TRI"
"Barkley Regional Airport","PADUCAH","United States","PAH"
"Djibouti-Ambouli Airport","Djibouti","Djibouti","JIB"
"Haikou Meilan International Airport","Haikou","China","HAK"
"Mafia Island Airport","Mafia Island","Tanzania","MFA"
"Page Municipal Airport","Page","United States","PGA"
"Utila Airport","Utila","Honduras","UII"
"Glacier Park International Airport","Kalispell","United States","FCA"
"MBS International Airport","Saginaw","United States","MBS"
"Greater Binghamton/Edwin A Link field","Binghamton","United States","BGM"
"Baghdad International Airport","Baghdad","Iraq","BGW"
"Nan Airport","Nan","Thailand","NNT"
"Roi Et Airport","Roi Et","Thailand","ROI"
"Buri Ram Airport","Buri Ram","Thailand","BFV"
"Trat Airport","Trat","Thailand","TDX"
"Blythe Airport","Blythe","United States","BLH"
"Al Asad Air Base","Al Asad","Iraq","IQA"
"Al Taqaddum Air Base","Al Taqaddum","Iraq","TQD"
"Joint Base Balad","Al Bakr","Iraq","XQC"
"Diosdado Macapagal International Airport","Angeles City","Philippines","CRK"
"Sandakan Airport","Sandakan","Malaysia","SDK"
"Luang Namtha Airport","Luang Namtha","Laos","LXG"
"Oudomsay Airport","Muang Xay","Laos","ODY"
"Taoxian Airport","Shenyang","China","SHE"
"Dongying Shengli Airport","Dongying","China","DOY"
"John A. Osborne Airport","Geralds","Montserrat","MNI"
