"tratta","data_istanza","aeroplano","numero_posti_rimanenti"
"T45","2009-06-09","AP761",2
"T50","1995-10-11","AP680",83
"T11","2000-10-23","AP826",214
"T20","2010-10-14","AP120",29
"T41","1993-06-25","AP274",28
"T24","1992-04-25","AP464",428
"T15","1991-04-01","AP871",16
"T23","1992-04-02","AP371",9
"T36","1996-08-10","AP359",96
"T29","2002-01-16","AP551",9
"T6","1996-12-10","AP668",28
"T28","2000-04-25","AP725",62
"T46","1996-09-23","AP246",36
"T50","2019-03-31","AP988",18
"T39","2000-10-29","AP588",26
"T39","2007-08-25","AP788",45
"T19","2011-01-24","AP156",25
"T48","2006-11-02","AP722",29
"T37","2017-04-27","AP75",175
"T5","1996-06-12","AP795",2
"T39","1990-04-27","AP407",12
"T11","1997-07-13","AP687",2
"T46","2008-09-29","AP833",22
"T5","2007-09-21","AP339",7
"T13","1994-08-30","AP228",26
"T3","2010-04-19","AP453",49
"T40","2004-06-01","AP373",83
"T27","2008-02-09","AP111",46
"T18","2000-10-02","AP484",1
"T9","1997-03-26","AP533",65
"T41","1995-08-15","AP895",12
"T30","2001-07-24","AP851",15
"T16","2010-02-27","AP790",44
"T22","1993-06-06","AP907",53
"T19","1990-03-12","AP39",21
"T40","2004-09-02","AP378",26
"T11","1996-07-07","AP531",80
"T17","1996-06-02","AP486",18
"T23","1997-02-01","AP225",2
"T35","2018-03-11","AP60",29
"T36","2007-08-23","AP179",17
"T6","2002-11-01","AP38",18
"T17","2005-03-02","AP912",22
"T21","2002-02-17","AP273",48
"T7","1998-05-24","AP153",235
"T49","1997-01-27","AP914",44
"T39","2019-01-18","AP418",24
"T23","1990-10-24","AP228",31
"T11","2020-11-12","AP337",1
"T8","2003-05-13","AP720",8
"T18","2012-11-12","AP571",28
"T40","1998-01-21","AP467",84
"T3","2014-07-03","AP52",4
"T17","1996-12-02","AP623",9
"T7","2017-01-22","AP41",1
"T2","2004-06-06","AP798",3
"T1","2004-02-05","AP832",86
"T5","1991-03-12","AP124",135
"T8","1990-01-05","AP543",48
"T39","1991-02-20","AP760",94
"T28","1993-10-10","AP955",6
"T36","2009-05-12","AP360",11
"T47","2003-06-05","AP689",8
"T2","2013-10-20","AP522",22
"T36","2003-09-09","AP649",75
"T21","2011-08-13","AP787",28
"T5","2020-12-15","AP563",59
"T49","2019-12-29","AP640",58
"T42","1990-07-22","AP58",15
"T5","2002-03-02","AP787",32
"T22","2012-07-15","AP944",27
"T11","1997-08-22","AP626",23
"T11","1991-07-26","AP186",52
"T30","2008-02-21","AP277",69
"T25","2002-12-18","AP499",29
"T2","2012-02-09","AP371",18
"T22","2015-08-13","AP640",61
"T34","1993-10-24","AP788",7
"T33","2003-06-13","AP726",24
"T38","1991-08-24","AP990",32
"T30","2000-10-23","AP77",22
"T9","2017-03-22","AP696",20
"T15","2019-08-20","AP265",89
"T2","1996-02-13","AP355",215
"T29","2003-02-10","AP535",74
"T4","2009-07-08","AP95",18
"T30","2013-03-16","AP616",65
"T48","2005-12-04","AP6",50
"T33","2011-09-10","AP643",11
"T2","1994-10-25","AP60",36
"T25","2016-11-07","AP366",140
"T19","1993-01-14","AP441",44
"T9","2013-02-01","AP620",99
"T37","2017-02-05","AP568",19
"T19","2014-04-20","AP366",35
"T35","1999-07-28","AP452",72
"T44","1993-02-26","AP274",9
"T13","1992-05-19","AP550",235
"T32","2020-03-16","AP529",82
"T2","2016-02-26","AP352",19
"T36","2002-06-08","AP616",63
"T32","2015-02-09","AP792",26
"T1","2020-06-26","AP96",22
"T48","2020-10-03","AP888",32
"T37","2019-02-14","AP878",21
"T3","2018-10-25","AP841",20
"T10","2017-06-29","AP719",18
"T37","2001-12-13","AP823",13
"T5","1994-07-17","AP382",256
"T14","2001-08-06","AP858",24
"T12","2016-04-20","AP917",107
"T39","1992-02-22","AP336",65
"T13","1999-12-28","AP580",26
"T42","2005-09-27","AP858",4
"T16","2006-08-04","AP818",15
"T11","1996-01-24","AP993",66
"T42","2006-04-04","AP280",9
"T44","2016-04-04","AP85",128
"T9","1991-01-04","AP880",3
"T47","2010-04-29","AP280",18
"T41","1997-06-27","AP232",23
"T18","2014-12-10","AP338",119
"T37","2003-04-18","AP663",105
"T33","1992-10-31","AP174",15
"T43","2002-07-11","AP367",9
"T24","1992-10-21","AP731",58
"T27","1993-08-20","AP253",22
"T26","1990-01-03","AP193",145
"T24","2013-06-02","AP880",24
"T12","2001-11-14","AP536",63
"T7","2007-04-29","AP422",44
"T49","2017-12-02","AP199",13
"T31","2001-10-12","AP49",34
"T36","2013-08-16","AP99",9
"T19","1993-02-14","AP967",20
"T16","2007-02-11","AP797",10
"T21","1999-05-23","AP404",13
"T46","2001-02-28","AP498",1
"T49","1996-08-29","AP216",42
"T28","2002-09-30","AP699",79
"T11","1996-11-25","AP2",24
"T18","2011-01-17","AP24",122
"T5","1992-04-28","AP85",49
"T49","1996-02-17","AP285",16
"T16","2004-07-26","AP898",15
"T50","1994-04-14","AP928",12
"T23","2012-03-20","AP572",138
"T16","2001-08-12","AP758",40
"T38","2007-09-01","AP233",153
"T22","2007-02-07","AP683",17
"T37","2006-08-17","AP473",39
"T22","1998-12-17","AP558",100
"T43","1998-03-20","AP772",34
"T37","2015-11-15","AP770",272
"T44","1997-06-09","AP546",19
"T1","2007-08-06","AP673",140
"T38","2017-03-10","AP790",111
"T43","2002-04-06","AP149",8
"T18","1993-02-12","AP148",18
"T43","2004-07-13","AP673",96
"T25","1996-07-18","AP723",47
"T7","2012-01-25","AP105",183
"T28","2010-03-05","AP12",22
"T44","2013-06-07","AP854",81
"T18","1992-04-30","AP761",6
"T23","1997-07-12","AP156",19
"T2","2000-08-11","AP155",51
"T41","1999-04-05","AP987",22
"T8","2001-04-17","AP366",70
"T29","2011-10-15","AP633",152
"T30","2008-08-03","AP859",65
"T24","1997-11-02","AP99",46
"T8","2005-03-13","AP713",11
"T26","2002-03-18","AP393",174
"T9","2020-06-22","AP825",3
"T7","2016-08-08","AP224",42
"T37","2004-09-19","AP738",13
"T29","2007-08-11","AP890",3
"T12","1997-06-13","AP899",79
"T31","2016-03-10","AP677",10
"T4","2008-04-25","AP418",86
"T7","1999-04-27","AP471",106
"T20","1990-08-24","AP904",47
"T39","2000-06-04","AP91",8
"T1","1991-10-18","AP483",25
"T8","2008-10-04","AP246",13
"T37","1990-06-15","AP750",7
"T19","2010-09-06","AP989",35
"T35","1999-08-02","AP541",8
"T36","2002-01-11","AP915",127
"T32","1995-10-29","AP728",35
"T35","1995-05-14","AP669",42
"T12","2005-02-24","AP414",1
"T44","2013-05-02","AP211",40
"T5","1990-04-19","AP521",55
"T30","2007-11-26","AP326",21
"T47","2009-05-03","AP190",58
"T30","2000-08-03","AP231",32
"T21","1990-01-17","AP447",19
"T13","2001-09-01","AP531",82
"T3","2005-09-04","AP206",83
"T11","2016-07-06","AP118",30
"T40","2001-05-09","AP388",76
"T12","2002-10-22","AP737",43
"T24","2018-11-12","AP542",71
"T12","2013-12-18","AP513",28
"T20","1994-01-26","AP42",17
"T44","2008-04-01","AP852",77
"T12","2006-09-13","AP94",15
"T36","1993-11-08","AP146",58
"T25","2000-12-30","AP80",21
"T23","2016-02-05","AP280",54
"T36","2015-10-18","AP63",39
"T8","2006-12-17","AP486",155
"T1","2011-11-22","AP331",23
"T38","2019-04-30","AP971",12
"T42","2009-07-07","AP359",1
"T49","1996-05-11","AP130",37
"T48","2011-05-24","AP288",108
"T39","2011-05-01","AP498",52
"T45","2015-06-29","AP122",16
"T37","1993-04-03","AP69",24
"T40","2007-08-03","AP215",54
"T21","2019-01-07","AP38",11
"T22","2018-11-08","AP80",5
"T46","2014-11-09","AP10",46
"T20","2015-10-22","AP85",117
"T50","2008-09-06","AP922",12
"T4","2018-06-25","AP260",114
"T15","1994-03-19","AP305",8
"T8","2005-11-22","AP815",106
"T1","2008-02-06","AP560",80
"T5","2018-10-12","AP592",33
"T10","1994-03-29","AP877",38
"T23","1991-02-10","AP545",33
"T38","2016-02-01","AP526",15
"T13","1990-01-04","AP165",10
"T27","1997-08-12","AP409",110
"T36","2016-11-14","AP254",94
"T13","2005-01-23","AP484",8
"T13","2018-10-12","AP128",17
"T11","2003-07-03","AP127",53
"T28","2007-01-17","AP934",71
"T40","1992-12-05","AP881",89
"T13","2000-04-07","AP921",42
"T29","1990-11-19","AP925",7
"T37","2003-05-12","AP852",158
"T12","1995-03-09","AP717",15
"T33","2000-12-27","AP356",6
"T43","2015-10-21","AP875",77
"T40","2006-02-04","AP119",28
"T6","2011-01-21","AP124",1
"T14","1995-07-28","AP645",31
"T44","1999-10-18","AP394",39
"T2","2008-02-07","AP244",41
"T27","1990-04-11","AP149",27
"T1","2000-04-14","AP119",4
"T16","1994-07-24","AP630",156
"T26","2002-01-02","AP882",84
"T34","2000-12-23","AP126",35
"T10","1996-03-29","AP731",133
"T27","2006-10-25","AP501",112
"T15","2011-11-01","AP131",210
"T24","1995-12-05","AP423",45
"T13","2001-11-29","AP450",44
"T34","1994-04-21","AP537",95
"T4","2003-04-26","AP627",148
"T3","2017-07-20","AP538",67
"T15","1990-12-21","AP79",17
"T40","2009-01-25","AP509",81
"T32","1994-08-12","AP790",98
"T10","2017-03-06","AP356",1
"T11","2012-09-08","AP362",46
"T31","1990-11-20","AP1000",72
"T29","2006-09-23","AP376",31
"T25","2020-10-03","AP767",224
"T13","2013-07-29","AP807",124
"T8","1996-08-04","AP958",5
"T5","2009-10-20","AP11",147
"T45","2009-10-02","AP111",81
"T34","1993-11-10","AP509",93
"T28","2006-10-06","AP398",45
"T18","1996-08-25","AP136",40
"T1","1996-05-24","AP821",30
"T42","2015-11-23","AP279",12
"T10","2008-12-24","AP153",378
"T34","2019-05-20","AP857",14
"T11","2005-12-24","AP880",21
"T19","2008-03-17","AP428",17
"T44","2018-08-31","AP670",20
"T10","2004-03-15","AP290",15
"T19","2000-12-22","AP959",61
"T35","2020-10-19","AP489",1
"T30","2017-05-03","AP146",121
"T44","2005-10-21","AP245",18
"T17","2012-04-13","AP135",22
"T1","2007-11-25","AP590",38
"T40","1995-01-02","AP113",10
"T12","2013-04-17","AP478",224
"T16","2020-08-30","AP136",10
"T18","1997-03-08","AP330",31
"T13","1996-06-20","AP261",16
"T42","2006-08-25","AP964",17
"T10","2018-11-02","AP25",35
"T30","1996-01-16","AP708",9
"T3","2005-09-27","AP901",9
"T14","1990-12-16","AP935",37
"T12","2007-06-28","AP208",18
"T35","2013-08-16","AP594",1
"T16","1992-09-21","AP348",117
"T40","2018-06-19","AP572",142
"T15","2000-05-17","AP226",27
"T2","1996-12-01","AP789",27
"T28","2004-06-15","AP456",10
"T42","2004-07-31","AP506",77
"T36","2020-08-08","AP411",112
"T27","2018-08-27","AP887",20
"T19","2019-11-11","AP410",42
"T25","2016-10-11","AP701",20
"T7","1992-08-29","AP749",46
"T18","1999-08-05","AP925",37
"T12","2011-08-14","AP315",24
"T16","2007-01-10","AP462",6
"T37","2020-12-07","AP779",19
"T16","2004-07-17","AP314",72
"T43","1994-05-28","AP701",17
"T19","2011-06-11","AP429",18
"T5","1993-10-09","AP484",20
"T7","2019-03-28","AP985",6
"T6","1998-02-24","AP925",34
"T41","2015-06-12","AP573",10
"T48","2010-07-17","AP212",51
"T32","2000-11-26","AP650",48
"T18","1997-03-05","AP692",13
"T8","2011-02-28","AP628",79
"T34","1992-10-11","AP738",43
"T31","1993-02-24","AP147",43
"T23","1998-04-22","AP115",85
"T41","2008-01-25","AP715",46
"T10","1994-12-12","AP582",15
"T36","2019-09-17","AP4",56
"T36","2014-07-17","AP970",53
"T49","2010-04-08","AP284",30
"T46","1999-04-17","AP44",5
"T23","2004-01-29","AP31",181
"T4","2011-02-02","AP290",14
"T8","1996-08-19","AP144",112
"T46","1994-11-18","AP746",106
"T29","2014-07-20","AP23",1
"T24","2001-06-18","AP611",32
"T45","2013-10-10","AP432",59
"T20","2015-07-17","AP86",40
"T11","2004-08-07","AP422",23
"T35","1996-02-14","AP33",113
"T4","2017-01-25","AP543",85
"T48","2010-01-31","AP264",25
"T37","2009-10-27","AP944",142
"T44","2015-10-01","AP447",41
"T47","1995-11-11","AP306",81
"T14","2014-10-07","AP891",19
"T44","2004-03-23","AP802",30
"T9","2014-12-06","AP353",76
"T15","2015-08-06","AP231",4
"T3","2009-12-09","AP601",44
"T13","2014-05-26","AP597",69
"T29","2018-09-21","AP98",25
"T47","2014-12-28","AP293",20
"T44","2007-10-25","AP294",18
"T29","2001-05-04","AP543",187
"T14","2001-01-08","AP411",105
"T30","2017-09-26","AP925",57
"T30","1995-01-23","AP83",9
"T21","2016-05-27","AP11",295
"T12","1996-11-17","AP732",39
"T49","2004-12-09","AP27",39
"T28","2010-12-07","AP748",113
"T15","1995-04-01","AP820",96
"T10","1994-01-07","AP453",49
"T26","2000-11-25","AP113",22
"T20","1997-06-12","AP951",14
"T7","1998-01-21","AP22",14
"T17","2020-03-13","AP950",17
"T7","1994-05-04","AP533",25
"T14","1990-07-27","AP366",61
"T12","2018-01-10","AP878",23
"T26","1993-05-13","AP463",41
"T39","2006-07-10","AP44",104
"T5","2016-08-18","AP89",205
"T47","2007-01-05","AP305",30
"T13","2002-08-08","AP467",35
"T5","2009-11-29","AP828",63
"T31","2009-04-22","AP196",1
"T10","2006-11-19","AP196",26
"T45","1996-04-15","AP725",71
"T10","2004-06-17","AP511",31
"T30","2004-01-01","AP113",19
"T11","2007-10-16","AP62",67
"T2","2013-08-02","AP28",11
"T49","2004-01-28","AP573",11
"T12","2007-12-27","AP19",425
"T8","1992-08-11","AP647",27
"T35","2000-02-22","AP46",114
"T39","2008-12-17","AP351",44
"T15","1996-12-09","AP425",37
"T8","2019-11-26","AP462",18
"T42","1994-08-17","AP932",35
"T39","2005-01-11","AP26",27
"T14","1996-07-20","AP749",110
"T29","1997-03-20","AP864",272
"T29","1994-09-21","AP703",59
"T23","1995-12-02","AP135",38
"T9","1999-04-16","AP303",60
"T36","2004-04-10","AP716",8
"T39","2015-07-05","AP792",7
"T21","2017-10-18","AP521",20
"T1","2015-09-01","AP434",8
"T6","2011-04-09","AP29",5
"T50","1997-09-19","AP135",32
"T31","2000-06-27","AP627",129
"T4","1996-10-31","AP649",24
"T6","1997-12-31","AP918",59
"T6","1998-02-10","AP753",22
"T11","2020-02-19","AP116",5
"T22","2001-02-22","AP192",34
"T36","2006-08-30","AP157",134
"T41","1996-09-27","AP851",23
"T40","2000-03-25","AP801",8
"T46","2001-07-27","AP152",41
"T17","1993-09-09","AP704",52
"T2","2007-02-26","AP537",1
"T33","2004-05-12","AP350",25
"T23","1994-02-23","AP332",9
"T46","2009-09-22","AP520",12
"T23","2014-02-17","AP926",116
"T26","2000-09-01","AP792",14
"T17","2020-12-14","AP745",129
"T47","2014-02-20","AP604",46
"T23","2019-11-23","AP999",93
"T9","2009-07-20","AP608",4
"T13","2003-08-11","AP67",19
"T29","2015-06-02","AP531",48
"T11","1991-01-08","AP619",29
"T26","2000-01-30","AP897",58
"T23","2019-06-06","AP127",17
"T13","2002-08-04","AP261",14
"T42","2010-04-14","AP286",5
"T23","2018-12-06","AP340",14
"T22","2015-10-12","AP17",10
"T5","2003-02-21","AP196",26
"T7","1997-03-25","AP258",105
"T45","2004-12-05","AP532",39
"T7","2010-05-11","AP566",15
"T43","2016-03-03","AP226",39
"T24","2011-07-01","AP138",21
"T43","1994-05-14","AP43",55
"T1","1992-06-22","AP573",4
"T29","2002-07-12","AP629",437
"T38","2012-01-03","AP487",4
"T34","2007-08-05","AP907",40
"T6","1991-01-31","AP482",58
"T21","2020-02-02","AP511",17
"T11","2015-09-29","AP273",35
"T5","1992-07-01","AP485",96
"T34","2018-08-31","AP889",75
"T26","2005-05-04","AP117",31
"T9","2001-07-15","AP326",17
"T9","1992-01-20","AP842",40
"T40","2008-05-22","AP962",11
"T32","2017-02-21","AP303",17
"T32","2007-05-23","AP105",239
"T29","1995-10-22","AP355",197
"T28","2019-11-01","AP306",13
"T23","1996-05-07","AP499",21
"T16","2019-06-05","AP677",7
"T49","1993-06-24","AP149",44
"T27","2015-09-24","AP849",19
"T43","2015-12-09","AP438",157
"T22","2020-05-23","AP754",34
"T39","2012-04-14","AP137",117
"T43","1991-11-18","AP170",10
"T40","2018-11-14","AP599",136
"T45","2017-08-16","AP538",144
"T33","2006-10-15","AP948",21
"T25","2005-10-26","AP940",66
"T7","2003-03-26","AP799",18
"T15","1998-10-24","AP890",57
"T2","1993-08-07","AP368",83
"T29","2009-11-05","AP57",66
"T32","2000-12-27","AP340",50
"T38","1992-02-02","AP323",173
"T6","2012-01-21","AP298",55
"T30","2003-08-05","AP35",17
"T47","1993-04-20","AP504",5
"T29","1990-12-19","AP119",27
"T22","1998-05-01","AP717",22
"T7","2002-04-14","AP857",77
"T32","2014-03-02","AP760",34
"T4","2017-07-18","AP298",50
"T8","1997-10-04","AP744",72
"T23","1991-11-07","AP524",13
"T39","2005-03-12","AP515",35
"T11","1994-12-23","AP429",20
"T4","1998-12-01","AP325",10
"T49","2007-10-24","AP46",11
"T1","2020-09-27","AP301",27
"T39","2010-03-26","AP108",239
"T48","1994-08-20","AP923",17
"T30","2012-10-08","AP877",2
"T48","1993-10-02","AP718",9
"T2","2005-08-13","AP855",18
"T25","2016-11-27","AP21",12
"T1","2001-04-14","AP649",95
"T19","2009-01-27","AP696",13
"T28","2004-09-05","AP591",80
"T31","1995-04-30","AP938",22
"T8","2010-01-05","AP565",20
"T33","2008-11-06","AP55",17
"T25","2004-12-16","AP227",36
"T39","2020-01-14","AP165",20
"T24","1990-12-16","AP621",4
"T42","1997-11-02","AP880",12
"T8","2017-12-24","AP970",34
"T11","2004-06-08","AP587",13
"T12","1990-08-20","AP832",78
"T43","2007-08-17","AP87",41
"T21","1990-06-29","AP551",4
"T20","2010-01-17","AP194",23
"T19","1996-10-19","AP823",7
"T22","2001-04-12","AP645",24
"T7","2006-01-25","AP173",89
"T25","2002-12-01","AP895",20
"T22","2019-05-25","AP252",204
"T16","2015-06-20","AP48",11
"T44","2013-08-02","AP173",30
"T26","2015-09-09","AP380",234
"T7","1994-10-21","AP280",96
"T41","1991-10-28","AP283",4
"T14","1993-04-20","AP458",234
"T6","1998-09-08","AP105",371
"T13","1992-01-17","AP137",12
"T45","1993-12-08","AP284",61
"T30","2014-02-10","AP859",112
"T20","2014-10-05","AP106",234
"T44","2007-09-10","AP824",14
"T13","1993-12-23","AP285",42
"T27","2000-08-08","AP804",60
"T9","1990-01-10","AP838",7
"T16","2013-05-10","AP948",23
"T27","1997-04-27","AP259",41
"T23","2004-02-01","AP206",45
"T29","2002-10-18","AP7",163
"T17","2013-01-23","AP540",18
"T2","2014-08-13","AP650",41
"T50","2019-11-14","AP600",195
"T47","1991-11-29","AP85",122
"T12","1994-05-13","AP935",8
"T49","2011-12-15","AP16",3
"T39","2012-11-25","AP152",32
"T14","1999-04-26","AP656",157
"T35","2009-07-05","AP32",32
"T46","1991-11-17","AP162",32
"T46","1995-04-04","AP973",4
"T3","2015-10-21","AP268",142
"T6","2016-05-01","AP387",34
"T36","1991-12-31","AP589",5
"T36","1998-01-09","AP27",58
"T37","2015-09-25","AP855",17
"T48","2010-10-25","AP343",11
"T44","2002-11-01","AP73",111
"T29","2006-08-23","AP445",15
"T38","2015-12-17","AP405",25
"T34","1993-09-02","AP149",109
"T19","2020-01-12","AP989",32
"T44","1993-05-06","AP474",9
"T31","2007-10-11","AP881",171
"T9","2001-02-12","AP844",1
"T39","1992-08-02","AP398",167
"T9","2016-04-15","AP592",6
"T6","1992-12-28","AP92",34
"T28","2010-07-18","AP650",7
"T4","2016-01-22","AP812",79
"T31","2008-05-28","AP952",30
"T45","2017-05-17","AP589",14
"T29","2013-01-14","AP33",92
"T30","2007-02-20","AP409",83
"T20","2005-04-04","AP942",20
"T15","2004-02-22","AP513",64
"T5","2010-06-22","AP812",107
"T26","2007-06-13","AP686",25
"T36","2007-09-01","AP843",43
"T10","1996-05-09","AP678",15
"T47","1998-12-16","AP257",100
"T16","2010-11-25","AP79",1
"T14","2013-06-02","AP131",181
"T12","2017-04-27","AP856",167
"T31","2015-02-20","AP186",113
"T42","2018-09-03","AP951",17
"T15","2020-08-19","AP979",156
"T21","2014-01-18","AP705",30
"T11","2011-02-18","AP248",15
"T41","1993-03-07","AP883",19
"T2","1992-03-05","AP350",37
"T18","2007-10-05","AP919",28
"T8","2005-01-16","AP205",179
"T8","2001-03-20","AP132",25
"T31","1996-06-28","AP335",77
"T9","2020-08-29","AP678",20
"T21","2005-12-26","AP169",25
"T27","2011-12-27","AP914",16
"T10","2018-10-18","AP877",15
"T15","1999-06-12","AP610",10
"T20","2012-02-21","AP761",21
"T49","2009-09-23","AP399",19
"T38","1997-07-04","AP532",10
"T29","2019-07-20","AP669",33
"T18","2012-08-27","AP878",19
"T45","2006-02-28","AP890",25
"T43","2014-01-27","AP124",56
"T45","2011-05-31","AP993",67
"T34","1993-09-12","AP785",50
"T17","1994-10-23","AP612",11
"T2","2009-03-15","AP949",142
"T23","1994-08-18","AP727",31
"T31","2020-11-10","AP546",25
"T20","1996-03-03","AP415",19
"T4","1997-10-19","AP962",22
"T48","2005-10-19","AP504",48
"T8","2003-06-12","AP78",12
"T3","2005-11-28","AP883",21
"T36","2008-01-01","AP867",13
"T11","1997-05-11","AP946",80
"T27","2008-03-31","AP112",5
"T20","2012-12-05","AP162",3
"T38","2005-03-31","AP339",19
"T39","1995-09-05","AP830",14
"T22","2020-12-09","AP174",9
"T6","2000-09-09","AP683",91
"T31","1998-06-29","AP88",21
"T41","2008-05-19","AP464",10
"T2","1992-10-04","AP633",189
"T13","2014-11-13","AP480",97
"T17","2014-04-27","AP277",75
"T38","2013-07-28","AP721",2
"T29","2015-01-15","AP391",129
"T41","2016-09-13","AP966",30
"T9","2013-06-09","AP229",23
"T17","1992-01-04","AP65",3
"T31","2016-04-05","AP298",6
"T12","2020-04-08","AP580",42
"T23","2012-05-23","AP988",8
"T23","1990-01-08","AP954",16
"T19","2019-06-12","AP531",25
"T3","2002-07-18","AP400",332
"T43","2006-09-16","AP456",5
"T3","2008-12-12","AP828",23
"T34","1990-11-23","AP220",14
"T25","2001-12-15","AP896",35
"T29","1995-03-28","AP295",3
"T40","1993-02-02","AP726",35
"T15","2005-04-09","AP531",80
"T35","2015-02-07","AP728",32
"T24","1998-12-15","AP164",150
"T41","1992-01-17","AP75",96
"T17","2000-06-07","AP344",270
"T29","1994-02-02","AP768",7
"T38","2016-08-13","AP46",121
"T26","1990-05-15","AP648",38
"T24","1999-01-21","AP259",42
"T15","2002-05-16","AP604",69
"T45","2019-09-30","AP677",11
"T8","1991-05-09","AP681",40
"T16","2003-12-12","AP971",13
"T50","2000-04-14","AP43",129
"T2","1995-12-02","AP904",103
"T10","2003-06-24","AP385",93
"T13","2018-10-21","AP535",9
"T9","1995-04-14","AP584",127
"T31","2005-10-16","AP788",45
"T29","2016-02-10","AP573",21
"T42","2011-04-03","AP655",38
"T50","1998-11-09","AP813",103
"T35","2007-10-04","AP122",13
"T28","2008-10-08","AP165",35
"T16","1993-12-28","AP984",44
"T9","2017-01-04","AP888",86
"T27","1993-03-31","AP336",103
"T17","2004-01-26","AP864",189
"T32","2016-04-28","AP293",13
"T8","2014-11-13","AP640",15
"T50","1996-04-27","AP921",13
"T26","2002-12-01","AP129",11
"T22","1992-12-18","AP224",36
"T19","2013-09-02","AP153",318
"T46","2017-06-06","AP299",17
